Date,Open,High,Low,Close,Adj Close,Volume
2020-08-31,0.030000,0.030500,0.028000,0.028000,0.028000,10386223
2020-09-01,0.028000,0.029000,0.027000,0.028000,0.028000,9593625
2020-09-02,0.028000,0.028000,0.025000,0.026000,0.026000,10770090
2020-09-03,0.026000,0.027000,0.026000,0.026000,0.026000,3181881
2020-09-04,0.026000,0.026000,0.024000,0.024000,0.024000,12122181
2020-09-07,0.025000,0.025000,0.023000,0.024000,0.024000,8228359
2020-09-08,0.025000,0.025000,0.024000,0.025000,0.025000,3075919
2020-09-09,0.026000,0.026000,0.024000,0.024000,0.024000,4745802
2020-09-10,0.025000,0.026000,0.025000,0.025000,0.025000,1963634
2020-09-11,0.025000,0.025000,0.024000,0.025000,0.025000,953004
2020-09-14,0.025000,0.026000,0.025000,0.025000,0.025000,4364583
2020-09-15,0.025000,0.026000,0.025000,0.026000,0.026000,3662058
2020-09-16,0.027000,0.027000,0.026000,0.026000,0.026000,6731510
2020-09-17,0.026000,0.026000,0.024000,0.024000,0.024000,10563093
2020-09-18,0.025000,0.026000,0.024000,0.024000,0.024000,5603448
2020-09-21,0.025000,0.025000,0.022000,0.023000,0.023000,5492166
2020-09-22,0.022000,0.023000,0.021000,0.022000,0.022000,6486805
2020-09-23,0.023000,0.023000,0.022000,0.022000,0.022000,3734229
2020-09-24,0.022000,0.022000,0.021000,0.022000,0.022000,2134298
2020-09-25,0.021000,0.022000,0.021000,0.022000,0.022000,1643833
2020-09-28,0.022000,0.023000,0.022000,0.022000,0.022000,3365611
2020-09-29,0.022000,0.022000,0.022000,0.022000,0.022000,774275
2020-09-30,0.022000,0.022000,0.021000,0.021000,0.021000,4765507
2020-10-01,0.022000,0.022000,0.021000,0.021000,0.021000,2724509
2020-10-02,0.022000,0.022000,0.020000,0.020000,0.020000,9869867
2020-10-05,0.021000,0.023000,0.021000,0.022000,0.022000,5081305
2020-10-06,0.022000,0.022000,0.021000,0.021000,0.021000,2993231
2020-10-07,0.021000,0.022000,0.021000,0.021000,0.021000,3426495
2020-10-08,0.021000,0.022000,0.021000,0.021000,0.021000,1733199
2020-10-09,0.022000,0.022000,0.021000,0.021000,0.021000,1019903
2020-10-12,0.021000,0.022000,0.021000,0.022000,0.022000,2124355
2020-10-13,0.023000,0.024000,0.022000,0.024000,0.024000,5027066
2020-10-14,0.024000,0.024000,0.022000,0.023000,0.023000,2725304
2020-10-15,0.023000,0.023000,0.023000,0.023000,0.023000,1492766
2020-10-16,0.023000,0.023000,0.022000,0.023000,0.023000,1682136
2020-10-19,0.022000,0.023000,0.022000,0.022000,0.022000,1717474
2020-10-20,0.022000,0.022000,0.022000,0.022000,0.022000,443392
2020-10-21,0.023000,0.023000,0.023000,0.023000,0.023000,2160834
2020-10-22,0.023000,0.024000,0.023000,0.023000,0.023000,2498333
2020-10-23,0.022000,0.023000,0.022000,0.022000,0.022000,2503975
2020-10-26,0.022000,0.022000,0.021000,0.021000,0.021000,2759115
2020-10-27,0.021000,0.021000,0.020000,0.020000,0.020000,1511324
2020-10-28,0.022000,0.022000,0.021000,0.021000,0.021000,554899
2020-10-29,0.020000,0.021000,0.019000,0.020000,0.020000,8869848
2020-10-30,0.021000,0.023000,0.021000,0.021000,0.021000,5542930
2020-11-02,0.021000,0.021000,0.019000,0.019000,0.019000,5419867
2020-11-03,0.019000,0.020000,0.019000,0.019000,0.019000,2242848
2020-11-04,0.019000,0.019000,0.018000,0.019000,0.019000,5138213
2020-11-05,0.018000,0.018000,0.016000,0.016000,0.016000,11751556
2020-11-06,0.016000,0.018000,0.016000,0.017000,0.017000,5630710
2020-11-09,0.018000,0.018000,0.017000,0.017000,0.017000,2503812
2020-11-10,0.019000,0.019000,0.018000,0.018000,0.018000,2157893
2020-11-11,0.019000,0.019000,0.018000,0.018000,0.018000,257877
2020-11-12,0.019000,0.019500,0.019000,0.019000,0.019000,1246735
2020-11-13,0.020000,0.020000,0.019000,0.019000,0.019000,3848150
2020-11-16,0.020000,0.020000,0.020000,0.020000,0.020000,579809
2020-11-17,0.020000,0.021000,0.019000,0.020000,0.020000,4286766
2020-11-18,0.020000,0.021000,0.020000,0.020000,0.020000,2591138
2020-11-19,0.020000,0.021000,0.019000,0.020000,0.020000,5005089
2020-11-20,0.020000,0.020000,0.019000,0.020000,0.020000,1912314
2020-11-23,0.020000,0.020000,0.019000,0.020000,0.020000,1211345
2020-11-24,0.019000,0.020500,0.019000,0.019000,0.019000,1962613
2020-11-25,0.020000,0.020000,0.018000,0.018000,0.018000,3402837
2020-11-26,0.019000,0.019000,0.018000,0.018000,0.018000,2755721
2020-11-27,0.018000,0.018500,0.018000,0.018000,0.018000,1311538
2020-11-30,0.017000,0.018000,0.017000,0.017000,0.017000,1161488
2020-12-01,0.018000,0.018000,0.018000,0.018000,0.018000,1904253
2020-12-02,0.018000,0.018000,0.018000,0.018000,0.018000,115000
2020-12-03,0.018000,0.018500,0.018000,0.018000,0.018000,948812
2020-12-04,0.018500,0.020000,0.018000,0.020000,0.020000,3163756
2020-12-07,0.021000,0.024000,0.020000,0.023000,0.023000,18378726
2020-12-08,0.025000,0.027000,0.024000,0.024000,0.024000,21284127
2020-12-09,0.025000,0.025000,0.022000,0.024000,0.024000,8131211
