Date,Close
6/08/2015,-0.007752972
7/08/2015,-0.002874887
10/08/2015,0.012808233
11/08/2015,-0.009557167
12/08/2015,0.000950064
13/08/2015,-0.001275137
14/08/2015,0.003911894
17/08/2015,0.005211471
18/08/2015,-0.002625521
19/08/2015,-0.008254964
20/08/2015,-0.02110011
21/08/2015,-0.031850982
24/08/2015,-0.039413666
25/08/2015,-0.013522008
26/08/2015,0.039033845
27/08/2015,0.024297736
28/08/2015,0.000608756
31/08/2015,-0.0083917
1/09/2015,-0.029576408
2/09/2015,0.01829297
3/09/2015,0.001164784
4/09/2015,-0.015329578
8/09/2015,0.02508302
9/09/2015,-0.013897563
10/09/2015,0.005277955
11/09/2015,0.004487038
14/09/2015,-0.004089646
15/09/2015,0.012831344
16/09/2015,0.008705367
17/09/2015,-0.002561006
18/09/2015,-0.016164205
21/09/2015,0.004565814
22/09/2015,-0.012318439
23/09/2015,-0.002048653
24/09/2015,-0.003362974
25/09/2015,-0.000465781
28/09/2015,-0.025666118
29/09/2015,0.001232882
30/09/2015,0.019075522
1/10/2015,0.001973927
2/10/2015,0.014315269
5/10/2015,0.018289808
6/10/2015,-0.003588234
7/10/2015,0.008035678
8/10/2015,0.008818386
9/10/2015,0.000725131
12/10/2015,0.001275504
13/10/2015,-0.006825414
14/10/2015,-0.004716298
15/10/2015,0.014852776
16/10/2015,0.004570474
19/10/2015,0.000270522
20/10/2015,-0.001421083
21/10/2015,-0.005825377
22/10/2015,0.016627537
23/10/2015,0.011030397
26/10/2015,-0.001913115
27/10/2015,-0.0025541
28/10/2015,0.011839933
29/10/2015,-0.000449685
30/10/2015,-0.00480997
2/11/2015,0.011873846
3/11/2015,0.002728072
4/11/2015,-0.003545377
5/11/2015,-0.001132088
6/11/2015,-0.000347631
9/11/2015,-0.00982279
10/11/2015,0.001510647
11/11/2015,-0.0032281
12/11/2015,-0.013990361
13/11/2015,-0.011207398
16/11/2015,0.014903314
17/11/2015,-0.001339379
18/11/2015,0.016162385
19/11/2015,-0.001123067
20/11/2015,0.003810229
23/11/2015,-0.00123494
24/11/2015,0.00122209
25/11/2015,-0.00012924
27/11/2015,0.000593622
30/11/2015,-0.004640904
1/12/2015,0.010680587
2/12/2015,-0.010995753
3/12/2015,-0.014373578
4/12/2015,0.020525756
7/12/2015,-0.006989563
8/12/2015,-0.006489911
9/12/2015,-0.00773894
10/12/2015,0.002251394
11/12/2015,-0.019422774
14/12/2015,0.004755587
15/12/2015,0.010618515
16/12/2015,0.014514953
17/12/2015,-0.015040495
18/12/2015,-0.017797237
21/12/2015,0.007778415
22/12/2015,0.008816763
23/12/2015,0.012418035
24/12/2015,-0.001598613
28/12/2015,-0.002178565
29/12/2015,0.010629711
30/12/2015,-0.007217229
31/12/2015,-0.009411833
4/01/2016,-0.015303776
5/01/2016,0.002012262
6/01/2016,-0.013115421
7/01/2016,-0.023700421
8/01/2016,-0.010838407
11/01/2016,0.000853265
12/01/2016,0.007802794
13/01/2016,-0.02496544
14/01/2016,0.016695939
15/01/2016,-0.021599093
19/01/2016,0.000531822
20/01/2016,-0.011693855
21/01/2016,0.00519542
22/01/2016,0.020283683
25/01/2016,-0.015637946
26/01/2016,0.014144309
27/01/2016,-0.010863456
28/01/2016,0.005528559
29/01/2016,0.024760215
1/02/2016,-0.000443244
2/02/2016,-0.018743103
3/02/2016,0.004992039
4/02/2016,0.001526773
5/02/2016,-0.018481297
8/02/2016,-0.014153879
9/02/2016,-0.000663631
10/02/2016,-0.000188963
11/02/2016,-0.012301146
12/02/2016,0.019518009
16/02/2016,0.016516694
17/02/2016,0.016485719
18/02/2016,-0.004670884
19/02/2016,-2.61E-05
22/02/2016,0.014454213
23/02/2016,-0.012454382
24/02/2016,0.004439772
25/02/2016,0.011348326
26/02/2016,-0.001870164
29/02/2016,-0.008120941
1/03/2016,0.023868794
2/03/2016,0.004094321
3/03/2016,0.003498704
4/03/2016,0.00330591
7/03/2016,0.000885004
8/03/2016,-0.011240109
9/03/2016,0.005057446
10/03/2016,0.000150809
11/03/2016,0.016395503
14/03/2016,-0.001261009
15/03/2016,-0.001836961
16/03/2016,0.005600393
17/03/2016,0.006595239
18/03/2016,0.004405589
21/03/2016,0.000985568
22/03/2016,-0.000877364
23/03/2016,-0.006385989
24/03/2016,-0.000378061
28/03/2016,0.000545203
29/03/2016,0.008816671
30/03/2016,0.004350344
31/03/2016,-0.002039778
1/04/2016,0.006330896
4/04/2016,-0.003208252
5/04/2016,-0.01014457
6/04/2016,0.010507684
7/04/2016,-0.011975845
8/04/2016,0.002786607
11/04/2016,-0.002739793
12/04/2016,0.009662143
13/04/2016,0.010040161
14/04/2016,0.000172876
15/04/2016,-0.000984261
18/04/2016,0.006540974
19/04/2016,0.003084504
20/04/2016,0.000761615
21/04/2016,-0.005194064
22/04/2016,4.78E-05
25/04/2016,-0.001812027
26/04/2016,0.001872794
27/04/2016,0.001649376
28/04/2016,-0.009230843
29/04/2016,-0.005063084
2/05/2016,0.007810003
3/05/2016,-0.008676727
4/05/2016,-0.00593689
5/05/2016,-0.000238894
6/05/2016,0.003174634
9/05/2016,0.000753473
10/05/2016,0.012483667
11/05/2016,-0.00956155
12/05/2016,-0.000169536
13/05/2016,-0.00847823
16/05/2016,0.009796688
17/05/2016,-0.009411321
18/05/2016,0.000205157
19/05/2016,-0.003706724
20/05/2016,0.00601949
23/05/2016,-0.002085445
24/05/2016,0.013681373
25/05/2016,0.00697475
26/05/2016,-0.000210472
27/05/2016,0.004286876
31/05/2016,-0.001000448
1/06/2016,0.001130208
2/06/2016,0.002824711
3/06/2016,-0.002911754
6/06/2016,0.004897267
7/06/2016,0.00128946
8/06/2016,0.003309455
9/06/2016,-0.001717694
10/06/2016,-0.009175223
13/06/2016,-0.008115187
14/06/2016,-0.00179889
15/06/2016,-0.00184068
16/06/2016,0.003132995
17/06/2016,-0.003257956
20/06/2016,0.005808171
21/06/2016,0.002712108
22/06/2016,-0.001651587
23/06/2016,0.013364022
24/06/2016,-0.035919785
27/06/2016,-0.018096505
28/06/2016,0.017770202
29/06/2016,0.017032646
30/06/2016,0.013565002
1/07/2016,0.001948677
5/07/2016,-0.006847524
6/07/2016,0.005352996
7/07/2016,-0.000871541
8/07/2016,0.015253349
11/07/2016,0.003408611
12/07/2016,0.007009302
13/07/2016,0.00013475
14/07/2016,0.005259172
15/07/2016,-0.000928943
18/07/2016,0.00238234
19/07/2016,-0.001435237
20/07/2016,0.004270305
21/07/2016,-0.003612484
22/07/2016,0.004553915
25/07/2016,-0.003011453
26/07/2016,0.000322807
27/07/2016,-0.00119861
28/07/2016,0.001606218
29/07/2016,0.001631291
1/08/2016,-0.001269783
2/08/2016,-0.006361593
3/08/2016,0.003133939
4/08/2016,0.00021259
5/08/2016,0.008603442
8/08/2016,-0.000907063
9/08/2016,0.000389749
10/08/2016,-0.002864686
11/08/2016,0.004734566
12/08/2016,-0.000796051
15/08/2016,0.002792976
16/08/2016,-0.005479077
17/08/2016,0.001868558
18/08/2016,0.002199595
19/08/2016,-0.001440316
22/08/2016,-0.00056322
23/08/2016,0.001951765
24/08/2016,-0.005240294
25/08/2016,-0.001365241
26/08/2016,-0.001578848
29/08/2016,0.005228119
30/08/2016,-0.001953788
31/08/2016,-0.002375788
1/09/2016,-4.15E-05
2/09/2016,0.0042011
6/09/2016,0.002981679
7/09/2016,-0.000146354
8/09/2016,-0.002223076
9/09/2016,-0.024522074
12/09/2016,0.014677062
13/09/2016,-0.014830665
14/09/2016,-0.000587677
15/09/2016,0.010109278
16/09/2016,-0.003772249
19/09/2016,-1.87E-05
20/09/2016,0.000299188
21/09/2016,0.010917112
22/09/2016,0.006499871
23/09/2016,-0.005736779
26/09/2016,-0.008587835
27/09/2016,0.006444248
28/09/2016,0.005296468
29/09/2016,-0.009321304
30/09/2016,0.007967905
3/10/2016,-0.003260664
4/10/2016,-0.00495558
5/10/2016,0.004296695
6/10/2016,0.000481542
7/10/2016,-0.00325347
10/10/2016,0.004605941
11/10/2016,-0.012446503
12/10/2016,0.001146612
13/10/2016,-0.003099318
14/10/2016,0.000201637
17/10/2016,-0.003038003
18/10/2016,0.006160357
19/10/2016,0.002191999
20/10/2016,-0.001375747
21/10/2016,-8.41E-05
24/10/2016,0.004749762
25/10/2016,-0.003797651
26/10/2016,-0.001740421
27/10/2016,-0.002986777
28/10/2016,-0.00310824
31/10/2016,-0.000122272
1/11/2016,-0.006786915
2/11/2016,-0.006525486
3/11/2016,-0.004423387
4/11/2016,-0.00166614
7/11/2016,0.022223501
8/11/2016,0.003771956
9/11/2016,0.011077044
10/11/2016,0.00195076
11/11/2016,-0.001397937
14/11/2016,-0.000115503
15/11/2016,0.007480824
16/11/2016,-0.001582286
17/11/2016,0.004676289
18/11/2016,-0.0023867
21/11/2016,0.007461387
22/11/2016,0.002165428
23/11/2016,0.000808011
25/11/2016,0.003914329
28/11/2016,-0.005254479
29/11/2016,0.00133532
30/11/2016,-0.00265347
1/12/2016,-0.003515538
2/12/2016,0.000397064
5/12/2016,0.005821301
6/12/2016,0.003410879
7/12/2016,0.013163188
8/12/2016,0.002159413
9/12/2016,0.005938946
12/12/2016,-0.001137405
13/12/2016,0.00653977
14/12/2016,-0.008117198
15/12/2016,0.003883228
16/12/2016,-0.00175064
19/12/2016,0.001975138
20/12/2016,0.003637521
21/12/2016,-0.002457327
22/12/2016,-0.001862987
23/12/2016,0.001251681
27/12/2016,0.002248442
28/12/2016,-0.008356546
29/12/2016,-0.000293344
30/12/2016,-0.004637081
3/01/2017,0.008486576
4/01/2017,0.005722309
5/01/2017,-0.00077067
6/01/2017,0.003516968
9/01/2017,-0.00354856
10/01/2017,0
11/01/2017,0.002829565
12/01/2017,-0.002144753
13/01/2017,0.001849862
17/01/2017,-0.002967503
18/01/2017,0.001763754
19/01/2017,-0.00360933
20/01/2017,0.003366185
23/01/2017,-0.002690078
24/01/2017,0.006564542
25/01/2017,0.008026069
26/01/2017,-0.000735304
27/01/2017,-0.000866468
30/01/2017,-0.006009526
31/01/2017,-0.00089
1/02/2017,0.000298394
2/02/2017,0.000570288
3/02/2017,0.007264835
6/02/2017,-0.002115416
7/02/2017,0.000226821
8/02/2017,0.000693391
9/02/2017,0.005752461
10/02/2017,0.003566059
13/02/2017,0.005245887
14/02/2017,0.004007302
15/02/2017,0.004992343
16/02/2017,-0.000864106
17/02/2017,0.001678581
21/02/2017,0.006048078
22/02/2017,-0.001082279
23/02/2017,0.000418991
24/02/2017,0.001493352
27/02/2017,0.00101802
28/02/2017,-0.002578331
1/03/2017,0.013673825
2/03/2017,-0.005859864
3/03/2017,0.000503795
6/03/2017,-0.003277216
7/03/2017,-0.002913304
8/03/2017,-0.002284252
9/03/2017,0.000799837
10/03/2017,0.003268679
13/03/2017,0.000366686
14/03/2017,-0.003379019
15/03/2017,0.008374728
16/03/2017,-0.001626657
17/03/2017,-0.001314364
20/03/2017,-0.002009881
21/03/2017,-0.012407993
22/03/2017,0.001889916
23/03/2017,-0.001060274
24/03/2017,-0.000844004
27/03/2017,-0.001019633
28/03/2017,0.007251483
29/03/2017,0.001085403
30/03/2017,0.002935035
31/03/2017,-0.00225501
3/04/2017,-0.001642175
4/04/2017,0.000559597
5/04/2017,-0.003054878
6/04/2017,0.001929493
7/04/2017,-0.000827151
10/04/2017,0.00068774
11/04/2017,-0.001433929
12/04/2017,-0.00375991
13/04/2017,-0.006814702
17/04/2017,0.008613324
18/04/2017,-0.002903351
19/04/2017,-0.001716342
20/04/2017,0.007557192
21/04/2017,-0.003030766
24/04/2017,0.010835781
25/04/2017,0.006094813
26/04/2017,-0.000489823
27/04/2017,0.000552891
28/04/2017,-0.001913118
1/05/2017,0.001732237
2/05/2017,0.001189115
3/05/2017,-0.001267162
4/05/2017,0.000577856
5/05/2017,0.004088687
8/05/2017,3.75E-05
9/05/2017,-0.001025265
10/05/2017,0.001130618
11/05/2017,-0.002162833
12/05/2017,-0.001478425
15/05/2017,0.004776444
16/05/2017,-0.000686836
17/05/2017,-0.018178259
18/05/2017,0.003686843
19/05/2017,0.006767496
22/05/2017,0.005160115
23/05/2017,0.001837913
24/05/2017,0.002489139
25/05/2017,0.004441875
26/05/2017,0.00031055
30/05/2017,-0.00120456
31/05/2017,-0.000460025
1/06/2017,0.007571109
2/06/2017,0.003707727
5/06/2017,-0.001217677
6/06/2017,-0.002779032
7/06/2017,0.001568334
8/06/2017,0.000267145
9/06/2017,-0.000829981
12/06/2017,-0.000978711
13/06/2017,0.004511421
14/06/2017,-0.000995759
15/06/2017,-0.002239614
16/06/2017,0.000283663
19/06/2017,0.008347204
20/06/2017,-0.006696665
21/06/2017,-0.000582676
22/06/2017,-0.000455738
23/06/2017,0.001560895
26/06/2017,0.000315794
27/06/2017,-0.008072749
28/06/2017,0.008808042
29/06/2017,-0.008600027
30/06/2017,0.001533248
3/07/2017,0.002310793
5/07/2017,0.001453267
6/07/2017,-0.009368808
7/07/2017,0.006403154
10/07/2017,0.000927766
11/07/2017,-0.000782721
12/07/2017,0.00730562
13/07/2017,0.001874552
14/07/2017,0.004673527
17/07/2017,-5.29E-05
18/07/2017,0.00059777
19/07/2017,0.005372651
20/07/2017,-0.000153608
21/07/2017,-0.000367907
24/07/2017,-0.001063683
25/07/2017,0.002923183
26/07/2017,0.000282585
27/07/2017,-0.000972625
28/07/2017,-0.001341187
31/07/2017,-0.000728126
1/08/2017,0.002449095
2/08/2017,0.000492661
3/08/2017,-0.002183591
4/08/2017,0.001889036
7/08/2017,0.001647267
8/08/2017,-0.002414437
9/08/2017,-0.000363648
10/08/2017,-0.014474418
11/08/2017,0.001275526
14/08/2017,0.010043747
15/08/2017,-0.000498816
16/08/2017,0.001420103
17/08/2017,-0.015436913
18/08/2017,-0.001835383
21/08/2017,0.001162623
22/08/2017,0.009940825
23/08/2017,-0.003453605
24/08/2017,-0.002074434
25/08/2017,0.001672837
28/08/2017,0.000487096
29/08/2017,0.000842798
30/08/2017,0.004615133
31/08/2017,0.005721052
1/09/2017,0.001982481
5/09/2017,-0.007550827
6/09/2017,0.003128751
7/09/2017,-0.00017846
8/09/2017,-0.001488783
11/09/2017,0.010839228
12/09/2017,0.003363999
13/09/2017,0.000757066
14/09/2017,-0.001100718
15/09/2017,0.001847236
18/09/2017,0.001455866
19/09/2017,0.001110281
20/09/2017,0.000634313
21/09/2017,-0.003045961
22/09/2017,0.000647845
25/09/2017,-0.002222027
26/09/2017,7.21E-05
27/09/2017,0.004085164
28/09/2017,0.001204608
29/09/2017,0.003705091
2/10/2017,0.003874
3/10/2017,0.002158854
4/10/2017,0.001246755
5/10/2017,0.005646757
6/10/2017,-0.001073638
9/10/2017,-0.001804396
10/10/2017,0.002322447
11/10/2017,0.001803469
12/10/2017,-0.00168673
13/10/2017,0.000878111
16/10/2017,0.001750765
17/10/2017,0.000672495
18/10/2017,0.000742373
19/10/2017,0.000327964
20/10/2017,0.005116896
23/10/2017,-0.003972492
24/10/2017,0.001617946
25/10/2017,-0.004663057
26/10/2017,0.001270946
27/10/2017,0.008072957
30/10/2017,-0.003192474
31/10/2017,0.000944485
1/11/2017,0.001592072
2/11/2017,0.00018997
3/11/2017,0.003097079
6/11/2017,0.001271331
7/11/2017,-0.000189107
8/11/2017,0.001443659
9/11/2017,-0.003761978
10/11/2017,-0.000897617
13/11/2017,0.000983619
14/11/2017,-0.002309621
15/11/2017,-0.005525676
16/11/2017,0.008196146
17/11/2017,-0.002626042
20/11/2017,0.001275762
21/11/2017,0.006541086
22/11/2017,-0.00075028
24/11/2017,0.002056155
27/11/2017,-0.000384258
28/11/2017,0.009848467
29/11/2017,-0.000369237
30/11/2017,0.008190947
1/12/2017,-0.00202449
4/12/2017,-0.001052146
5/12/2017,-0.00373943
6/12/2017,-0.000114087
7/12/2017,0.002932373
8/12/2017,0.005506299
11/12/2017,0.003201961
12/12/2017,0.001548878
13/12/2017,-0.000472953
14/12/2017,-0.004070826
15/12/2017,0.008974325
18/12/2017,0.005362862
19/12/2017,-0.003230291
20/12/2017,-0.000827904
21/12/2017,0.00198563
22/12/2017,-0.000458174
26/12/2017,-0.001058382
27/12/2017,0.000790897
28/12/2017,0.001834028
29/12/2017,-0.005183179
2/01/2018,0.00830338
3/01/2018,0.006398819
4/01/2018,0.004028661
5/01/2018,0.0070338
8/01/2018,0.001662323
9/01/2018,0.001302903
10/01/2018,-0.001112206
11/01/2018,0.007033618
12/01/2018,0.006749628
16/01/2018,-0.003524463
17/01/2018,0.009415002
18/01/2018,-0.001616379
19/01/2018,0.004385228
22/01/2018,0.008066754
23/01/2018,0.002174396
24/01/2018,-0.000560031
25/01/2018,0.000602635
26/01/2018,0.011841155
29/01/2018,-0.006731944
30/01/2018,-0.010898782
31/01/2018,0.00048894
1/02/2018,-0.000648061
2/02/2018,-0.021208513
5/02/2018,-0.040979244
6/02/2018,0.017440939
7/02/2018,-0.005001595
8/02/2018,-0.037536451
9/02/2018,0.014936071
12/02/2018,0.013914604
13/02/2018,0.002612952
14/02/2018,0.01340248
15/02/2018,0.012069087
16/02/2018,0.000373462
20/02/2018,-0.005841404
21/02/2018,-0.005496528
22/02/2018,0.000973594
23/02/2018,0.016028344
26/02/2018,0.011756998
27/02/2018,-0.012706864
28/02/2018,-0.011095807
1/03/2018,-0.013324342
2/03/2018,0.005071573
5/03/2018,0.011032048
6/03/2018,0.002638794
7/03/2018,-0.00048385
8/03/2018,0.004463107
9/03/2018,0.017378796
12/03/2018,-0.001273968
13/03/2018,-0.006363591
14/03/2018,-0.005724494
15/03/2018,-0.000781966
16/03/2018,0.001703472
19/03/2018,-0.014204164
20/03/2018,0.001481798
21/03/2018,-0.001843986
22/03/2018,-0.025162891
23/03/2018,-0.020966906
26/03/2018,0.027157241
27/03/2018,-0.017276335
28/03/2018,-0.002916612
29/03/2018,0.013769674
2/04/2018,-0.022337336
3/04/2018,0.012614839
4/04/2018,0.011566486
5/04/2018,0.006862808
6/04/2018,-0.021920205
9/04/2018,0.003336571
10/04/2018,0.016726875
11/04/2018,-0.005525299
12/04/2018,0.008250731
13/04/2018,-0.002886647
16/04/2018,0.008109024
17/04/2018,0.010661578
18/04/2018,0.000831366
19/04/2018,-0.005726121
20/04/2018,-0.008536536
23/04/2018,5.62E-05
24/04/2018,-0.013380569
25/04/2018,0.001837119
26/04/2018,0.01043419
27/04/2018,0.001113636
30/04/2018,-0.008187542
1/05/2018,0.002549046
2/05/2018,-0.007205816
3/05/2018,-0.002253696
4/05/2018,0.012811201
7/05/2018,0.00345796
8/05/2018,-0.000265656
9/05/2018,0.009682176
10/05/2018,0.009370633
11/05/2018,0.001707631
14/05/2018,0.000883522
15/05/2018,-0.006842165
16/05/2018,0.004060558
17/05/2018,-0.000855844
18/05/2018,-0.002632227
21/05/2018,0.007386739
22/05/2018,-0.003135737
23/05/2018,0.003248374
24/05/2018,-0.002023203
25/05/2018,-0.002357246
29/05/2018,-0.011564198
30/05/2018,0.012695828
31/05/2018,-0.006879564
1/06/2018,0.010849194
4/06/2018,0.004479599
5/06/2018,0.000702618
6/06/2018,0.008567375
7/06/2018,-0.000714196
8/06/2018,0.003125936
11/06/2018,0.001068718
12/06/2018,0.00174335
13/06/2018,-0.004026051
14/06/2018,0.002471511
15/06/2018,-0.001017075
18/06/2018,-0.002126159
19/06/2018,-0.004023434
20/06/2018,0.001712161
21/06/2018,-0.006345489
22/06/2018,0.001861981
25/06/2018,-0.013724736
26/06/2018,0.002204581
27/06/2018,-0.008604291
28/06/2018,0.006178624
29/06/2018,0.000758382
2/07/2018,0.003068015
3/07/2018,-0.004947354
5/07/2018,0.008620753
6/07/2018,0.008481296
9/07/2018,0.008823039
10/07/2018,0.003473207
11/07/2018,-0.007094179
12/07/2018,0.008749036
13/07/2018,0.001079231
16/07/2018,-0.00102809
17/07/2018,0.003973657
18/07/2018,0.002160488
19/07/2018,-0.003952948
20/07/2018,-0.000948479
23/07/2018,0.001838084
24/07/2018,0.004780939
25/07/2018,0.009101546
26/07/2018,-0.003032251
27/07/2018,-0.006562253
30/07/2018,-0.005754181
31/07/2018,0.00488475
1/08/2018,-0.001036825
2/08/2018,0.004922922
3/08/2018,0.004644138
6/08/2018,0.003538296
7/08/2018,0.002824165
8/08/2018,-0.00026238
9/08/2018,-0.001441719
10/08/2018,-0.007113871
13/08/2018,-0.004005958
14/08/2018,0.006389244
15/08/2018,-0.00760222
16/08/2018,0.007919471
17/08/2018,0.003323136
20/08/2018,0.002427959
21/08/2018,0.002068567
22/08/2018,-0.000398189
23/08/2018,-0.001691231
24/08/2018,0.006198853
27/08/2018,0.007670392
28/08/2018,0.000269268
29/08/2018,0.005701427
30/08/2018,-0.004430275
31/08/2018,0.00013443
4/09/2018,-0.001654305
5/09/2018,-0.00280317
6/09/2018,-0.003652288
7/09/2018,-0.002213304
10/09/2018,0.001897844
11/09/2018,0.003739838
12/09/2018,0.000356662
13/09/2018,0.005282251
14/09/2018,0.000275465
17/09/2018,-0.005569746
18/09/2018,0.005369011
19/09/2018,0.00125331
20/09/2018,0.007840575
21/09/2018,-0.000368506
24/09/2018,-0.003515754
25/09/2018,-0.001305076
26/09/2018,-0.003289248
27/09/2018,0.002763277
28/09/2018,-6.86E-06
1/10/2018,0.003641068
2/10/2018,-0.000396637
3/10/2018,0.000711493
4/10/2018,-0.008169516
5/10/2018,-0.005527966
8/10/2018,-0.000395069
9/10/2018,-0.001417958
10/10/2018,-0.032864176
11/10/2018,-0.020573074
12/10/2018,0.014206284
15/10/2018,-0.005905035
16/10/2018,0.021495643
17/10/2018,-0.000252676
18/10/2018,-0.014391946
19/10/2018,-0.00036117
22/10/2018,-0.004299475
23/10/2018,-0.005511851
24/10/2018,-0.03086449
25/10/2018,0.018625052
26/10/2018,-0.017327218
29/10/2018,-0.006559621
30/10/2018,0.015666824
31/10/2018,0.010851291
1/11/2018,0.010557797
2/11/2018,-0.006316665
5/11/2018,0.005600317
6/11/2018,0.006259335
7/11/2018,0.021208877
8/11/2018,-0.002508982
9/11/2018,-0.00919899
12/11/2018,-0.019701475
13/11/2018,-0.001481905
14/11/2018,-0.007567464
15/11/2018,0.010593801
16/11/2018,0.00222328
19/11/2018,-0.016643094
20/11/2018,-0.018151208
21/11/2018,0.003043276
23/11/2018,-0.00655489
26/11/2018,0.01553241
27/11/2018,0.003261703
28/11/2018,0.022973935
29/11/2018,-0.00219769
30/11/2018,0.008185524
3/12/2018,0.010941355
4/12/2018,-0.032364884
6/12/2018,-0.001522188
7/12/2018,-0.023320165
10/12/2018,0.001762195
11/12/2018,-0.000356368
12/12/2018,0.005419489
13/12/2018,-0.000199919
14/12/2018,-0.019086677
17/12/2018,-0.020773476
18/12/2018,8.64E-05
19/12/2018,-0.015395733
20/12/2018,-0.015772091
21/12/2018,-0.020588307
24/12/2018,-0.027112248
26/12/2018,0.049593807
27/12/2018,0.008562629
28/12/2018,-0.001241547
31/12/2018,0.008492441
2/01/2019,0.001268524
3/01/2019,-0.024756676
4/01/2019,0.034335693
7/01/2019,0.007010435
8/01/2019,0.009695296
9/01/2019,0.004098026
10/01/2019,0.004518445
11/01/2019,-0.000146343
14/01/2019,-0.005257563
15/01/2019,0.010721712
16/01/2019,0.002221967
17/01/2019,0.007591453
18/01/2019,0.013183053
22/01/2019,-0.014157284
23/01/2019,0.002202894
24/01/2019,0.001375677
25/01/2019,0.00848872
28/01/2019,-0.007846861
29/01/2019,-0.00145621
30/01/2019,0.015549242
31/01/2019,0.008597378
1/02/2019,0.000898635
4/02/2019,0.006776204
5/02/2019,0.004708482
6/02/2019,-0.002220842
7/02/2019,-0.009360746
8/02/2019,0.000676262
11/02/2019,0.000709042
12/02/2019,0.01289025
13/02/2019,0.003023977
14/02/2019,-0.002651624
15/02/2019,0.01087871
19/02/2019,0.001498775
20/02/2019,0.001777132
21/02/2019,-0.003526412
22/02/2019,0.006411088
25/02/2019,0.001231796
26/02/2019,-0.000790384
27/02/2019,-0.000544042
28/02/2019,-0.002825547
1/03/2019,0.006895338
4/03/2019,-0.0038806
5/03/2019,-0.001131477
6/03/2019,-0.006524116
7/03/2019,-0.00812571
8/03/2019,-0.002131739
11/03/2019,0.014666049
12/03/2019,0.002953329
13/03/2019,0.006949619
14/03/2019,-0.000868043
15/03/2019,0.004984903
18/03/2019,0.003705961
19/03/2019,-0.000130606
20/03/2019,-0.002944323
21/03/2019,0.010852516
22/03/2019,-0.018974528
25/03/2019,-0.000839073
26/03/2019,0.007182778
27/03/2019,-0.00464438
28/03/2019,0.003589544
29/03/2019,0.006734294
1/04/2019,0.011568586
2/04/2019,1.74E-05
3/04/2019,0.002148408
4/04/2019,0.002084638
5/04/2019,0.004636399
8/04/2019,0.00104745
9/04/2019,-0.006067471
10/04/2019,0.003477868
11/04/2019,3.81E-05
12/04/2019,0.006609378
