Date,Open,High,Low,Close,Adj Close,Volume
2021-02-23,0.620000,0.680000,0.600000,0.680000,0.680000,547211
2021-02-24,0.680000,0.680000,0.640000,0.650000,0.650000,132675
2021-02-25,0.670000,0.670000,0.630000,0.630000,0.630000,321764
2021-02-26,0.670000,0.670000,0.650000,0.650000,0.650000,10506
2021-03-01,0.650000,0.650000,0.580000,0.590000,0.590000,87097
2021-03-02,0.590000,0.590000,0.570000,0.590000,0.590000,46770
2021-03-03,0.570000,0.580000,0.490000,0.530000,0.530000,332906
2021-03-04,0.540000,0.550000,0.500000,0.500000,0.500000,179411
2021-03-05,0.490000,0.520000,0.490000,0.520000,0.520000,46262
2021-03-08,0.510000,0.510000,0.510000,0.510000,0.510000,6451
2021-03-09,0.520000,0.550000,0.520000,0.550000,0.550000,4679
2021-03-10,0.540000,0.540000,0.520000,0.540000,0.540000,9001
2021-03-11,0.540000,0.540000,0.500000,0.540000,0.540000,47541
2021-03-12,0.580000,0.600000,0.580000,0.600000,0.600000,49520
2021-03-15,0.600000,0.680000,0.600000,0.680000,0.680000,354722
2021-03-16,0.660000,0.690000,0.650000,0.670000,0.670000,361399
2021-03-17,0.670000,0.670000,0.600000,0.650000,0.650000,318830
2021-03-18,0.650000,0.650000,0.650000,0.650000,0.650000,0
2021-03-19,0.650000,0.650000,0.650000,0.650000,0.650000,0
2021-03-22,0.650000,0.650000,0.590000,0.590000,0.590000,206573
2021-03-23,0.630000,0.650000,0.630000,0.640000,0.640000,102884
2021-03-24,0.630000,0.640000,0.620000,0.640000,0.640000,37810
2021-03-25,0.640000,0.670000,0.640000,0.670000,0.670000,621700
2021-03-26,0.680000,0.700000,0.680000,0.700000,0.700000,111476
2021-03-29,0.670000,0.670000,0.630000,0.640000,0.640000,141901
2021-03-30,0.640000,0.640000,0.610000,0.610000,0.610000,37170
2021-03-31,0.630000,0.650000,0.630000,0.640000,0.640000,33600
2021-04-01,0.660000,0.660000,0.630000,0.650000,0.650000,43003
2021-04-05,0.650000,0.650000,0.650000,0.650000,0.650000,40144
2021-04-06,0.650000,0.720000,0.640000,0.650000,0.650000,100495
2021-04-07,0.650000,0.650000,0.640000,0.640000,0.640000,23750
2021-04-08,0.630000,0.640000,0.630000,0.640000,0.640000,13500
2021-04-09,0.630000,0.650000,0.630000,0.630000,0.630000,23155
2021-04-12,0.620000,0.620000,0.580000,0.590000,0.590000,71159
2021-04-13,0.590000,0.610000,0.580000,0.600000,0.600000,33506
2021-04-14,0.600000,0.600000,0.600000,0.600000,0.600000,6132
2021-04-15,0.620000,0.620000,0.570000,0.570000,0.570000,261553
2021-04-16,0.590000,0.590000,0.580000,0.580000,0.580000,19530
2021-04-19,0.580000,0.580000,0.560000,0.570000,0.570000,33780
2021-04-20,0.560000,0.560000,0.540000,0.540000,0.540000,87010
2021-04-21,0.540000,0.580000,0.530000,0.580000,0.580000,210125
2021-04-22,0.580000,0.580000,0.560000,0.560000,0.560000,21924
2021-04-23,0.570000,0.570000,0.570000,0.570000,0.570000,620
2021-04-26,0.570000,0.570000,0.550000,0.570000,0.570000,5701
2021-04-27,0.580000,0.590000,0.570000,0.590000,0.590000,108401
2021-04-28,0.570000,0.570000,0.570000,0.570000,0.570000,4250
2021-04-29,0.560000,0.560000,0.550000,0.550000,0.550000,20000
2021-04-30,0.560000,0.570000,0.560000,0.570000,0.570000,21670
2021-05-03,0.560000,0.560000,0.540000,0.540000,0.540000,29918
2021-05-04,0.530000,0.550000,0.520000,0.520000,0.520000,31505
2021-05-05,0.530000,0.530000,0.520000,0.520000,0.520000,58520
2021-05-06,0.520000,0.530000,0.510000,0.510000,0.510000,36700
2021-05-07,0.510000,0.510000,0.490000,0.500000,0.500000,89463
2021-05-10,0.510000,0.510000,0.510000,0.510000,0.510000,3620
2021-05-11,0.510000,0.510000,0.500000,0.500000,0.500000,65100
2021-05-12,0.495000,0.500000,0.495000,0.500000,0.500000,86143
2021-05-13,0.480000,0.480000,0.470000,0.475000,0.475000,134600
2021-05-14,0.475000,0.485000,0.475000,0.485000,0.485000,80800
2021-05-17,0.450000,0.480000,0.450000,0.450000,0.450000,94162
2021-05-18,0.465000,0.465000,0.460000,0.460000,0.460000,17518
2021-05-19,0.460000,0.470000,0.460000,0.460000,0.460000,52745
2021-05-20,0.440000,0.450000,0.435000,0.435000,0.435000,35000
2021-05-21,0.450000,0.450000,0.450000,0.450000,0.450000,29612
2021-05-25,0.450000,0.450000,0.440000,0.440000,0.440000,38580
2021-05-26,0.450000,0.465000,0.445000,0.460000,0.460000,45608
2021-05-27,0.455000,0.500000,0.455000,0.500000,0.500000,29500
2021-05-28,0.485000,0.500000,0.485000,0.500000,0.500000,36819
2021-05-31,0.500000,0.560000,0.490000,0.490000,0.490000,70262
2021-06-01,0.540000,0.550000,0.540000,0.550000,0.550000,9770
2021-06-02,0.520000,0.540000,0.510000,0.530000,0.530000,10132
2021-06-03,0.510000,0.530000,0.510000,0.530000,0.530000,9810
2021-06-04,0.520000,0.520000,0.520000,0.520000,0.520000,6750
2021-06-07,0.530000,0.530000,0.510000,0.520000,0.520000,25825
2021-06-08,0.530000,0.530000,0.520000,0.530000,0.530000,131600
2021-06-09,0.520000,0.520000,0.520000,0.520000,0.520000,1555
2021-06-10,0.520000,0.520000,0.520000,0.520000,0.520000,1002
2021-06-11,0.520000,0.540000,0.520000,0.540000,0.540000,52100
2021-06-14,0.520000,0.520000,0.510000,0.520000,0.520000,69800
2021-06-15,0.520000,0.530000,0.520000,0.530000,0.530000,56377
2021-06-16,0.540000,0.600000,0.540000,0.560000,0.560000,152660
2021-06-17,0.560000,0.560000,0.530000,0.530000,0.530000,25900
2021-06-18,0.520000,0.520000,0.490000,0.495000,0.495000,39348
2021-06-21,0.485000,0.485000,0.465000,0.480000,0.480000,17051
2021-06-22,0.480000,0.480000,0.450000,0.460000,0.460000,56125
2021-06-23,0.455000,0.465000,0.455000,0.465000,0.465000,6000
2021-06-24,0.465000,0.465000,0.465000,0.465000,0.465000,0
2021-06-25,0.470000,0.480000,0.470000,0.480000,0.480000,20023
2021-06-28,0.475000,0.475000,0.465000,0.465000,0.465000,6215
2021-06-29,0.450000,0.450000,0.450000,0.450000,0.450000,96750
2021-06-30,0.450000,0.470000,0.450000,0.460000,0.460000,206412
2021-07-02,0.470000,0.500000,0.460000,0.500000,0.500000,616000
2021-07-05,0.470000,0.470000,0.470000,0.470000,0.470000,133020
2021-07-06,0.470000,0.470000,0.460000,0.460000,0.460000,11505
2021-07-07,0.470000,0.470000,0.470000,0.470000,0.470000,12000
2021-07-08,0.500000,0.500000,0.500000,0.500000,0.500000,17500
2021-07-09,0.530000,0.530000,0.520000,0.520000,0.520000,25446
2021-07-12,0.520000,0.520000,0.520000,0.520000,0.520000,50021
2021-07-13,0.530000,0.550000,0.530000,0.530000,0.530000,605615
2021-07-14,0.570000,0.590000,0.570000,0.590000,0.590000,224098
2021-07-15,0.600000,0.600000,0.560000,0.570000,0.570000,36044
2021-07-16,0.580000,0.600000,0.580000,0.590000,0.590000,6714
2021-07-19,0.570000,0.570000,0.560000,0.570000,0.570000,8617
2021-07-20,0.590000,0.590000,0.570000,0.570000,0.570000,1530
2021-07-21,0.560000,0.560000,0.550000,0.550000,0.550000,27789
2021-07-22,0.550000,0.550000,0.550000,0.550000,0.550000,0
2021-07-23,0.600000,0.600000,0.580000,0.590000,0.590000,161000
2021-07-26,0.600000,0.600000,0.570000,0.570000,0.570000,48799
2021-07-27,0.550000,0.550000,0.550000,0.550000,0.550000,14200
2021-07-28,0.560000,0.560000,0.540000,0.540000,0.540000,257500
2021-07-29,0.560000,0.560000,0.530000,0.530000,0.530000,87710
2021-07-30,0.530000,0.530000,0.530000,0.530000,0.530000,0
2021-08-03,0.560000,0.560000,0.530000,0.530000,0.530000,17015
2021-08-04,0.570000,0.580000,0.570000,0.580000,0.580000,52750
2021-08-05,0.570000,0.580000,0.560000,0.560000,0.560000,6130
2021-08-06,0.620000,0.640000,0.620000,0.620000,0.620000,155585
2021-08-09,0.650000,0.650000,0.610000,0.610000,0.610000,163629
2021-08-10,0.650000,0.650000,0.630000,0.640000,0.640000,234219
2021-08-11,0.670000,0.690000,0.660000,0.670000,0.670000,278900
2021-08-12,0.700000,0.720000,0.690000,0.720000,0.720000,555876
2021-08-13,0.720000,0.720000,0.670000,0.700000,0.700000,290348
2021-08-16,0.660000,0.660000,0.620000,0.630000,0.630000,124800
2021-08-17,0.600000,0.640000,0.600000,0.640000,0.640000,14007
2021-08-18,0.630000,0.640000,0.630000,0.630000,0.630000,17900
2021-08-19,0.630000,0.630000,0.620000,0.620000,0.620000,15100
2021-08-20,0.600000,0.620000,0.600000,0.620000,0.620000,104627
2021-08-23,0.630000,0.650000,0.620000,0.630000,0.630000,598201
2021-08-24,0.630000,0.630000,0.630000,0.630000,0.630000,32975
2021-08-25,0.610000,0.630000,0.610000,0.620000,0.620000,29558
2021-08-26,0.590000,0.600000,0.570000,0.600000,0.600000,34423
2021-08-27,0.600000,0.600000,0.600000,0.600000,0.600000,33700
